request_rate,ip_change,failed_attempts,device_trust,time_of_day,location_risk,is_attack
30.88,1,12,0.16,3,0.41,1
0.1,0,0,0.73,9,0.29,0
5.18,0,0,0.79,9,0.25,0
1.98,0,0,0.79,6,0.0,0
0.1,1,16,0.48,22,0.6,0
33.59,1,1,0.14,0,0.85,1
1.33,0,0,0.75,13,0.25,0
4.19,1,1,0.89,11,0.19,1
3.98,0,0,0.99,13,0.17,0
3.4,0,0,0.65,17,0.25,0
6.42,0,0,0.81,14,0.1,0
12.76,0,0,0.92,12,0.29,1
2.11,0,0,0.46,10,0.41,0
2.42,0,0,0.76,12,0.05,0
29.59,1,1,0.43,21,0.69,1
19.65,0,0,0.78,17,0.2,0
0.1,0,0,0.8,23,0.27,0
16.36,0,1,0.86,3,0.18,1
5.77,0,0,0.42,5,0.06,0
30.61,1,18,0.15,23,0.81,1
4.33,0,0,0.52,7,0.21,0
31.66,1,2,0.33,23,0.79,1
2.24,0,0,0.78,15,0.22,0
2.51,0,0,0.88,11,0.2,1
0.1,0,0,0.9,16,0.07,0
1.92,0,0,0.62,15,0.19,0
1.23,0,0,0.77,15,0.0,0
0.54,0,0,0.82,12,0.21,0
12.91,0,3,0.22,2,0.63,1
4.09,0,0,0.73,10,0.08,0
3.55,0,0,0.51,15,0.43,1
1.29,0,0,0.93,14,0.03,0
3.03,0,1,0.81,17,0.07,0
5.13,0,0,0.78,14,0.0,0
3.02,0,0,0.83,14,0.26,0
15.71,0,1,0.91,16,0.13,1
36.77,1,2,0.32,23,0.7,1
7.53,1,0,0.78,2,0.23,0
2.11,0,0,0.77,18,0.09,0
32.04,0,1,0.34,4,0.58,1
5.92,0,1,0.93,9,0.08,1
37.11,1,6,0.1,20,0.98,1
1.71,0,0,0.85,18,0.11,0
4.02,0,0,0.85,9,0.07,0
28.22,0,0,0.15,1,0.59,1
0.1,0,7,0.59,10,0.13,0
5.74,0,2,0.85,15,0.05,0
2.42,0,0,0.6,13,0.27,0
22.48,1,6,0.12,4,0.66,1
8.44,0,0,0.39,6,0.32,0
0.58,0,0,0.69,11,0.09,0
12.97,0,0,0.94,7,0.36,0
11.99,0,0,1.0,7,0.11,1
18.27,0,0,0.66,9,0.18,0
20.9,1,6,0.39,23,0.78,1
3.62,0,0,0.73,7,0.07,1
2.97,0,0,0.69,6,0.0,0
6.78,0,0,0.45,14,0.41,0
42.52,1,5,0.0,3,0.67,1
0.1,0,2,0.81,18,0.4,0
14.33,1,2,0.48,2,0.93,1
3.9,0,0,0.72,10,0.18,0
3.47,0,0,0.81,16,0.24,0
6.79,0,0,0.65,10,0.16,0
3.66,0,0,0.82,17,0.18,0
3.52,0,0,0.37,11,0.52,1
4.98,0,0,0.78,18,0.22,0
1.03,0,0,0.71,13,0.13,0
25.06,1,5,0.18,0,0.46,0
23.41,0,1,0.19,23,0.72,1
19.6,1,4,0.39,4,0.87,1
15.42,1,0,0.09,5,0.8,1
2.45,0,0,0.76,21,0.29,1
4.74,0,0,0.96,12,0.11,0
2.82,0,0,0.91,14,0.13,0
8.73,1,2,0.29,0,0.92,1
6.25,0,0,0.68,18,0.34,0
0.98,0,0,0.9,15,0.11,0
2.94,0,0,0.54,12,0.11,0
3.28,0,0,0.93,16,0.33,0
13.96,0,0,0.51,21,0.59,1
2.78,0,0,0.96,11,0.15,0
34.4,1,10,0.04,22,0.47,1
6.57,0,0,0.85,11,0.39,0
8.12,1,11,0.38,22,0.85,1
1.14,0,0,0.95,11,0.28,0
3.96,0,0,0.87,11,0.03,0
9.1,0,0,0.84,8,0.26,0
28.6,0,0,0.31,21,0.89,1
14.49,0,0,0.72,4,0.23,0
9.59,0,1,0.84,11,0.1,0
3.94,0,0,0.8,13,0.28,0
2.31,0,0,0.88,13,-0.0,0
5.59,0,0,0.67,12,0.52,1
0.7,0,1,0.69,10,0.11,0
11.35,0,11,0.28,20,0.63,1
10.12,0,0,0.78,4,0.28,0
31.35,0,4,0.59,3,0.72,1
17.24,0,0,0.76,19,0.15,0
3.14,0,0,0.78,11,0.17,0
0.89,0,1,0.71,11,0.2,0
22.09,1,3,0.37,0,0.92,1
4.0,0,1,0.74,12,0.23,0
2.9,0,1,0.74,15,0.0,0
28.37,0,2,0.32,5,0.97,1
2.88,0,0,0.68,20,0.22,0
23.29,1,4,0.21,4,0.64,1
6.21,0,5,0.79,10,0.5,1
24.19,0,0,0.35,22,0.64,1
31.78,1,2,0.42,5,0.94,1
11.34,0,1,0.16,23,0.81,0
5.26,0,2,0.37,19,0.53,0
0.1,0,0,0.72,11,0.17,0
1.7,0,0,0.8,13,0.34,0
3.53,1,0,0.72,13,0.14,0
7.97,0,2,0.43,12,0.4,1
2.86,0,2,0.61,16,0.49,0
6.37,0,0,0.38,14,0.28,1
0.1,0,0,0.93,9,0.22,0
5.73,0,0,0.79,13,0.23,0
2.49,0,0,0.62,12,0.31,0
27.54,1,18,0.23,22,0.54,1
22.85,1,5,0.36,0,0.72,0
30.82,0,0,0.32,3,0.4,1
0.1,0,0,0.77,11,0.4,0
2.8,0,0,0.81,11,0.25,0
2.95,0,1,0.5,13,0.42,1
24.82,1,3,0.43,1,0.81,1
28.33,1,4,0.01,1,0.71,1
28.7,1,7,0.21,2,0.73,1
20.34,0,0,0.04,23,0.73,1
2.55,0,0,0.74,19,0.12,0
7.36,0,0,0.64,15,0.51,1
3.0,0,0,0.77,10,0.07,0
9.6,1,0,0.63,13,0.54,1
0.94,1,1,0.89,11,0.39,0
2.26,0,0,0.7,12,0.17,0
3.1,0,0,0.88,9,0.1,1
10.0,0,0,0.77,16,0.24,0
23.61,0,0,0.29,3,0.48,1
7.29,0,0,0.94,15,0.25,0
0.1,0,0,0.74,7,0.0,0
5.62,0,2,0.77,11,0.39,1
10.48,1,0,0.87,14,0.21,0
5.17,0,0,0.61,14,0.22,0
14.16,0,5,0.2,4,0.73,1
5.25,0,0,0.49,15,0.4,1
7.86,0,1,0.52,11,0.41,1
8.49,0,3,0.45,22,0.2,0
46.64,1,0,0.42,21,0.79,1
9.76,0,0,0.8,17,0.34,1
11.6,0,0,0.86,15,0.41,0
14.2,0,10,0.2,0,0.33,0
2.57,0,0,0.72,15,0.04,1
6.93,0,2,0.65,17,0.18,0
36.59,0,7,0.23,0,0.48,1
5.53,0,0,0.71,4,0.09,0
40.8,1,3,0.47,21,0.68,1
4.68,0,0,0.87,14,0.13,0
11.7,0,0,0.79,10,0.17,0
32.77,0,0,0.21,5,0.84,1
38.41,1,3,0.42,5,0.58,1
9.75,0,3,0.46,13,0.53,1
3.06,0,0,0.71,7,0.24,0
21.56,0,1,0.0,1,0.76,1
6.72,1,0,0.76,15,0.44,1
22.1,0,0,0.78,10,0.17,1
3.26,0,0,0.82,14,0.3,0
8.96,1,0,0.49,12,0.2,0
8.3,0,3,0.78,13,0.38,0
23.59,1,5,0.16,0,0.63,1
6.23,0,0,0.62,15,0.46,1
24.38,1,15,0.0,22,0.65,1
2.25,0,0,0.92,11,0.25,0
4.14,1,0,0.54,11,0.63,1
1.29,0,0,0.83,15,0.1,0
2.42,0,0,0.79,13,0.2,0
6.56,0,0,0.78,9,0.0,0
1.04,0,0,0.83,13,0.24,0
4.76,0,0,0.81,18,0.42,0
31.16,0,4,0.58,20,0.93,1
2.42,0,0,0.81,7,0.21,0
9.95,0,0,0.81,3,0.33,0
9.49,0,1,0.63,16,0.36,0
11.75,1,5,0.39,3,0.59,1
4.42,0,0,0.85,16,0.23,1
4.83,0,0,0.82,9,0.25,0
25.58,0,6,0.03,1,0.76,0
0.15,1,0,0.57,16,0.53,0
3.15,1,1,0.7,22,0.0,0
4.26,0,0,0.81,13,0.18,0
27.06,1,11,0.05,0,0.5,1
3.01,0,0,0.46,14,0.53,0
13.81,0,1,0.84,19,0.05,0
34.99,0,0,0.13,2,0.56,1
13.22,1,0,0.84,0,0.41,0
2.61,0,0,0.65,4,0.44,1
1.23,0,0,0.86,15,0.09,0
5.8,0,0,0.65,12,0.22,0
4.3,0,0,0.77,13,0.13,0
26.13,1,19,0.29,22,0.98,1
1.4,1,5,0.4,14,0.43,0
10.3,1,0,0.88,9,0.17,0
13.94,0,1,0.83,16,0.2,0
1.85,0,0,0.66,13,0.27,0
2.77,0,0,0.92,11,0.2,0
10.23,1,3,0.35,5,0.82,1
2.54,0,3,0.54,12,0.72,1
1.66,0,0,0.94,14,0.12,0
3.93,0,0,0.84,19,0.06,1
5.4,0,1,0.85,14,0.28,0
9.86,0,0,0.76,10,0.29,0
15.2,1,14,0.11,23,0.52,1
2.58,0,0,0.65,4,0.04,1
18.43,0,1,0.93,3,0.29,0
2.69,0,0,0.78,15,0.14,0
4.7,0,4,0.88,9,0.28,0
5.16,0,3,0.43,4,0.26,0
1.66,1,9,0.35,22,0.55,0
11.07,0,4,0.72,10,0.2,0
5.81,1,0,0.71,11,0.27,0
41.18,1,2,0.2,4,0.66,1
4.01,0,2,0.67,13,0.0,0
4.87,0,2,0.79,0,0.49,0
14.65,1,2,0.86,6,0.5,1
23.12,1,2,0.34,3,0.64,0
0.81,0,0,0.79,14,0.0,0
31.36,1,7,0.17,0,0.58,1
3.45,0,0,0.85,19,0.15,0
4.48,1,0,0.52,16,0.46,0
21.01,0,0,0.7,6,0.17,0
8.78,0,1,0.77,6,0.21,0
1.99,1,1,0.88,20,0.13,0
25.57,0,10,0.03,22,0.47,1
1.89,0,0,0.82,10,0.14,0
2.75,0,0,0.79,9,0.23,0
4.16,0,0,0.55,12,0.52,0
15.82,1,2,0.23,20,0.6,1
39.59,1,1,0.52,4,0.42,0
19.28,1,2,0.3,21,0.38,0
1.41,0,0,0.77,2,0.53,0
5.25,1,0,0.83,11,0.17,0
3.86,0,0,0.57,18,0.08,0
9.59,0,1,0.38,10,0.33,0
7.04,0,0,0.41,19,0.01,0
0.98,0,0,0.76,15,0.07,0
35.02,1,2,0.36,23,0.86,1
42.82,1,10,0.14,5,0.53,1
36.87,0,6,0.27,1,0.58,1
30.17,0,6,0.49,23,0.66,0
15.97,1,2,0.83,16,0.28,0
12.54,0,0,0.85,11,0.36,0
37.12,1,1,0.35,0,0.52,0
2.67,0,0,0.96,12,0.17,1
0.55,0,0,0.77,9,0.16,0
25.95,1,11,0.0,22,0.74,1
33.46,0,3,0.05,4,0.54,1
10.39,0,0,0.66,10,0.21,0
27.32,1,7,0.28,21,0.63,1
3.08,0,0,0.76,13,0.19,0
14.87,0,1,0.93,12,0.23,0
7.13,1,1,0.33,13,0.24,1
13.62,1,0,0.6,13,0.54,0
30.24,0,8,0.34,23,0.5,1
1.38,0,0,0.78,14,0.22,1
3.98,0,6,0.66,15,0.47,0
2.31,0,1,0.95,10,0.05,0
8.31,0,3,0.77,8,0.22,0
4.41,0,0,0.76,11,0.18,0
2.89,0,2,0.63,15,0.0,0
1.37,1,0,0.14,4,0.94,1
2.41,0,1,0.86,13,0.13,0
3.53,0,0,0.86,13,0.23,0
4.48,0,0,0.86,10,0.19,0
4.75,1,3,0.6,12,0.55,1
15.59,0,0,0.83,6,0.2,0
3.43,0,0,0.76,10,0.09,0
24.88,1,12,0.41,3,0.7,1
3.01,0,0,0.85,11,0.35,0
13.48,0,0,0.92,6,0.19,1
11.09,0,0,0.58,8,0.31,0
9.96,0,3,0.98,17,0.24,0
3.54,0,0,0.87,10,0.07,0
10.43,0,1,0.85,13,0.27,0
2.25,0,0,0.87,10,0.08,0
4.01,0,3,0.73,14,0.36,1
2.23,0,0,0.75,16,0.07,0
1.69,0,0,0.85,8,0.09,0
0.7,0,1,0.71,9,0.13,0
0.95,0,0,0.79,10,0.12,0
2.09,0,0,0.92,14,-0.0,0
1.9,0,0,0.8,17,0.09,0
1.48,0,0,0.63,12,0.05,0
5.36,0,0,0.95,12,0.0,0
4.49,0,0,0.77,12,0.07,0
1.26,0,0,0.81,14,0.51,0
0.98,0,0,0.77,18,0.22,0
3.08,0,0,0.87,11,0.08,0
13.36,0,0,0.84,10,0.2,0
2.16,0,0,0.96,9,0.16,0
3.59,0,0,0.69,13,0.12,0
1.98,0,0,0.97,17,0.15,0
2.38,0,0,0.76,16,0.21,0
16.19,1,5,0.43,2,0.6,1
10.6,1,2,0.62,9,0.28,0
20.38,0,2,0.23,20,0.38,1
43.13,0,8,0.17,1,0.56,1
19.12,0,1,0.93,7,0.2,0
47.05,1,1,0.47,23,0.62,1
9.53,0,1,0.42,8,0.68,0
4.6,0,0,0.75,13,0.15,0
14.92,0,1,0.58,23,0.49,0
16.95,1,0,0.74,6,0.1,1
21.96,1,2,0.14,4,0.79,1
2.02,0,0,0.72,12,0.17,0
20.42,0,0,0.82,16,0.27,0
5.43,0,1,0.73,17,0.0,0
3.8,0,2,0.65,13,0.17,1
23.48,0,0,0.2,3,0.71,1
20.58,0,3,0.9,2,0.22,1
12.0,0,1,0.4,22,0.9,1
18.24,1,6,0.38,3,0.62,1
31.12,1,0,0.58,23,0.62,1
2.23,0,0,0.74,11,0.22,0
4.89,0,0,0.81,7,0.13,0
3.91,0,0,0.84,13,0.3,0
2.43,0,0,0.98,7,0.17,0
3.53,0,0,0.88,15,0.0,0
23.92,1,0,0.32,2,0.83,1
5.62,0,2,0.31,16,0.51,1
13.74,0,2,0.84,10,0.07,0
1.99,0,0,0.85,13,0.08,0
36.93,1,0,0.27,0,0.85,1
12.72,1,1,0.93,3,0.34,0
1.95,0,0,0.83,15,0.18,0
22.38,1,2,0.0,21,0.8,1
15.81,0,3,0.8,17,0.19,0
36.06,1,2,0.2,0,0.64,1
3.37,0,0,0.74,15,0.22,0
4.2,0,0,0.88,11,0.17,0
1.5,0,0,0.81,9,0.06,0
32.82,1,1,0.24,22,0.54,1
2.31,0,0,0.74,11,0.15,0
13.01,0,2,0.44,3,0.04,0
4.27,0,0,0.72,15,0.14,0
1.34,0,0,0.79,15,0.12,0
27.56,1,0,0.32,3,0.8,1
4.82,0,1,0.72,6,0.15,0
2.99,0,2,0.71,11,0.11,0
4.3,0,0,0.94,17,0.08,0
1.01,0,0,0.85,13,0.01,0
0.15,0,0,0.95,14,0.21,0
0.1,0,1,0.81,13,0.01,0
0.1,0,0,0.99,8,0.07,0
1.66,0,0,0.85,14,0.14,0
2.71,0,1,1.0,8,0.24,0
23.68,1,1,0.08,23,0.54,1
26.06,1,4,0.46,21,0.75,1
4.13,0,1,0.72,12,0.41,1
3.12,0,0,0.82,8,0.0,0
2.58,0,0,0.82,13,0.16,0
2.12,0,0,0.54,8,0.21,0
8.54,0,1,0.32,22,0.63,1
24.23,1,9,0.16,20,0.77,1
4.52,0,0,0.81,10,0.18,0
4.94,0,0,0.71,15,0.13,0
26.4,1,1,0.0,23,0.66,1
7.11,0,3,0.88,10,0.02,0
5.09,0,1,0.69,14,0.31,1
20.93,0,0,0.81,15,0.13,0
0.1,0,0,0.93,15,0.13,0
19.3,0,8,0.29,3,0.61,1
14.35,0,0,0.92,7,0.19,0
3.53,1,1,0.85,13,0.09,1
21.68,1,1,0.39,2,0.86,1
46.69,0,2,0.08,3,0.69,1
36.55,0,5,0.08,20,0.91,1
2.68,0,0,0.83,5,0.0,0
3.68,0,0,0.86,20,0.21,0
3.85,0,0,0.94,9,0.05,0
26.71,0,1,0.42,20,0.57,1
17.67,1,0,0.19,20,0.77,1
37.08,0,2,0.4,1,0.6,1
15.13,0,0,0.79,6,0.27,0
29.14,1,3,0.28,1,0.88,1
0.1,0,0,0.62,11,0.06,0
29.16,0,6,0.18,0,0.72,1
2.1,0,0,0.79,11,0.1,0
5.22,0,0,0.85,14,0.12,0
0.6,0,1,0.83,18,0.13,0
1.17,0,0,0.82,13,0.0,1
2.51,0,0,0.66,13,0.15,0
13.96,0,8,0.59,12,0.33,1
7.71,0,1,0.62,17,0.32,0
16.84,0,0,0.9,16,0.16,0
5.36,1,0,0.79,13,0.23,0
2.99,0,0,0.8,9,0.0,1
32.39,1,1,0.42,4,0.62,1
12.79,0,0,0.88,6,0.3,0
0.1,0,0,0.78,11,0.23,1
26.78,0,18,0.35,22,0.57,1
3.11,0,0,0.8,9,0.18,0
0.51,0,0,0.98,17,0.04,0
10.22,0,0,0.56,2,0.31,0
3.04,0,0,0.79,14,0.12,0
35.12,1,5,0.59,22,0.68,1
4.97,0,0,0.39,13,0.47,0
0.44,0,0,0.88,9,0.15,0
4.01,0,0,0.74,14,0.08,0
6.09,0,0,0.68,12,0.19,0
4.27,0,1,0.88,10,0.18,0
4.55,0,4,0.46,17,0.24,0
17.96,1,1,0.22,2,0.63,1
29.76,0,3,0.33,4,0.89,1
2.7,1,2,0.37,11,0.51,1
20.11,0,8,0.25,0,0.75,1
7.57,0,1,0.56,18,0.68,1
12.91,0,7,0.54,5,0.24,0
21.29,1,11,0.46,23,0.89,1
2.96,0,0,0.78,13,0.15,0
10.82,0,0,0.95,23,0.25,0
3.01,0,0,0.55,8,0.45,1
15.03,0,1,0.78,10,0.19,0
2.39,0,0,0.85,15,0.18,0
4.2,0,1,0.8,15,0.06,0
34.9,1,5,0.36,23,0.69,1
17.5,1,1,0.27,22,0.84,1
4.42,0,1,0.37,10,0.6,1
12.88,0,1,0.7,12,0.25,1
13.06,1,7,0.07,22,0.7,0
4.84,0,1,0.85,19,0.22,0
8.24,0,0,0.6,12,0.61,1
25.87,1,4,0.23,20,0.77,1
0.79,0,0,0.68,8,0.07,0
5.22,0,0,0.61,14,0.4,1
5.15,1,0,0.93,9,0.07,0
4.59,0,0,0.81,12,0.14,1
6.39,0,2,0.56,12,0.38,1
2.69,0,1,0.75,14,0.12,0
10.14,1,2,0.72,13,0.45,0
2.74,0,0,0.74,17,0.15,0
20.16,1,1,0.32,3,0.8,1
5.06,0,0,0.74,12,0.13,0
3.32,0,0,0.49,15,0.46,1
11.36,0,0,0.77,8,0.36,0
11.06,0,0,0.86,14,0.2,0
23.14,1,0,0.43,20,0.77,1
12.9,0,0,0.74,17,0.2,0
14.96,0,3,0.9,8,0.14,0
10.66,0,0,0.89,15,0.2,0
5.48,0,0,0.99,17,-0.0,0
3.75,0,9,0.25,2,0.69,1
32.9,1,25,0.41,0,0.74,1
4.5,0,0,0.92,16,0.12,0
2.41,0,0,0.78,10,0.14,1
4.36,0,0,0.85,13,0.0,1
26.47,1,8,0.3,0,0.89,1
9.64,0,0,0.91,6,0.35,0
47.5,1,0,0.41,21,0.66,1
4.54,0,1,0.82,15,0.23,1
9.37,0,0,0.79,2,0.38,0
21.95,1,0,0.39,0,0.47,1
11.98,0,0,0.87,7,0.15,0
9.68,0,2,0.64,19,0.76,0
8.49,0,2,0.55,16,0.28,0
6.45,1,2,0.2,16,0.5,0
1.71,0,0,0.71,15,0.07,0
11.56,0,0,0.88,7,0.32,1
1.25,0,0,0.73,11,0.22,0
5.59,0,4,0.41,8,0.73,0
8.74,0,1,0.8,12,0.32,0
8.29,0,2,0.51,1,0.17,0
31.96,0,15,0.35,5,0.74,0
2.21,0,0,0.88,8,0.11,0
32.37,0,0,-0.0,2,0.67,1
16.77,0,2,0.77,14,0.43,0
16.2,1,18,0.4,21,0.5,1
11.66,1,7,0.39,23,0.67,1
30.1,1,25,0.02,22,0.62,1
2.9,0,0,0.61,12,0.15,0
16.51,0,1,0.82,12,0.18,0
3.81,0,2,0.83,19,0.47,1
3.44,0,0,0.78,14,0.14,0
14.68,1,8,0.23,20,0.78,1
4.06,0,0,0.91,15,0.0,0
3.93,0,0,0.74,11,0.1,0
3.66,1,0,0.86,18,0.08,0
3.27,0,0,0.84,12,0.21,0
29.42,1,0,0.25,20,0.9,1
21.25,0,0,0.87,13,0.24,0
4.63,1,0,0.48,8,0.41,1
3.13,0,0,0.88,12,0.11,1
2.61,0,0,0.95,11,0.0,0
3.92,0,0,0.75,15,0.0,0
1.57,0,0,1.0,11,0.17,0
9.33,1,1,0.28,5,0.82,1
8.23,1,0,0.73,11,0.43,1
6.75,0,1,0.8,17,0.22,1
37.3,1,14,0.42,5,0.66,0
7.95,0,8,0.41,16,0.38,1
10.56,1,2,0.8,15,0.35,0
8.93,0,5,0.48,4,0.59,0
3.12,0,1,0.81,13,0.05,1
3.53,0,2,0.72,10,0.23,0
3.47,0,0,1.0,9,0.0,1
7.14,0,0,0.53,17,0.42,1
11.88,0,1,0.82,10,0.31,0
4.11,0,0,0.91,12,0.0,0
12.73,0,0,0.96,18,0.27,0
2.06,0,0,0.65,12,0.09,0
5.51,0,0,0.76,12,0.14,0
8.17,1,2,0.15,1,0.57,1
20.44,1,1,0.46,4,0.73,1
17.99,1,0,0.91,13,0.18,0
11.63,0,1,0.83,16,0.33,0
8.13,0,13,0.29,2,0.62,1
30.58,1,0,0.47,23,0.66,1
1.63,0,0,0.89,12,0.27,0
0.1,0,0,1.0,13,0.06,0
24.11,0,0,0.32,2,0.43,1
3.09,0,0,0.39,18,0.04,0
28.85,1,0,0.18,2,0.39,1
4.74,0,0,0.55,8,0.14,0
9.06,0,2,1.0,6,0.31,0
7.24,0,3,0.49,11,0.16,0
24.29,1,11,0.34,1,0.75,1
7.55,0,0,0.89,6,0.15,0
6.61,0,4,0.6,1,0.34,0
1.88,0,0,0.67,16,0.1,1
3.14,0,1,0.73,7,0.18,1
6.09,1,0,0.86,11,0.08,0
35.34,0,1,0.58,21,0.81,1
26.96,1,5,0.35,1,0.77,1
4.15,0,0,0.84,9,0.05,0
1.76,0,0,0.82,10,0.13,0
43.58,1,0,0.3,1,0.7,1
1.65,0,0,0.56,17,0.1,0
29.77,1,8,0.2,1,0.86,1
3.77,0,1,0.75,17,0.41,1
2.84,0,0,0.79,19,0.11,0
5.66,0,0,0.63,8,0.44,0
24.65,0,17,0.2,22,0.69,1
5.0,0,2,0.99,13,0.2,0
12.36,1,4,0.45,21,0.0,1
3.95,0,5,0.61,0,0.46,1
2.3,1,0,0.8,14,0.19,0
4.94,0,0,0.93,13,0.26,1
23.48,0,13,0.7,2,0.67,1
4.02,0,0,0.78,20,0.33,0
5.22,0,4,0.53,15,0.1,1
25.68,1,0,0.19,23,0.64,1
1.53,0,0,0.75,18,0.0,1
15.72,0,0,0.77,14,0.04,0
18.39,0,2,0.8,13,0.03,1
1.75,0,0,0.77,15,0.12,0
3.27,0,0,0.69,16,0.14,0
7.36,0,0,0.83,10,0.16,0
1.77,0,1,0.87,14,0.11,0
3.49,0,1,0.93,15,0.25,0
7.26,0,0,0.79,13,0.18,0
5.5,0,3,0.5,11,0.6,1
2.58,1,0,0.87,9,0.16,0
5.61,0,2,0.31,13,0.37,1
11.6,0,0,0.6,4,0.14,0
16.92,1,0,0.04,2,0.58,1
5.01,0,0,0.67,17,0.27,0
3.73,0,1,0.7,11,0.23,0
4.51,0,0,0.81,17,0.14,0
3.98,0,0,0.82,7,0.27,0
4.97,0,0,0.62,16,0.0,1
2.1,0,0,0.93,10,0.24,0
1.56,0,0,0.97,14,0.14,0
2.88,0,0,0.83,13,0.3,0
3.44,0,0,0.82,8,0.09,0
30.82,0,4,0.33,0,0.64,1
2.79,1,9,0.14,5,0.64,1
25.81,1,1,0.5,5,0.74,1
3.27,0,0,0.83,11,0.36,0
11.49,0,3,0.56,17,0.23,1
22.25,1,0,0.12,0,0.99,1
6.15,0,0,1.0,13,0.25,0
22.48,1,2,0.42,21,0.58,1
0.1,0,2,0.14,18,0.3,0
16.48,0,0,0.68,19,0.26,1
1.8,0,0,0.91,17,0.12,0
16.37,0,1,0.34,20,0.69,1
10.39,0,0,0.53,13,0.35,0
2.02,0,0,0.81,15,0.09,1
24.85,1,10,0.59,20,0.72,1
6.84,1,0,0.47,13,0.43,0
3.0,0,0,0.68,17,0.16,0
10.64,1,20,0.3,21,1.0,1
9.77,0,2,0.66,15,0.35,0
15.99,0,0,0.16,20,0.81,1
3.43,0,0,0.88,13,0.06,0
4.76,0,0,1.0,15,0.1,1
4.06,0,0,0.87,12,0.19,0
6.83,0,1,0.51,13,0.28,0
7.26,0,0,0.74,10,0.4,0
14.62,0,0,0.89,12,0.15,0
6.48,0,1,0.79,5,0.35,0
2.12,1,3,0.46,10,0.26,0
8.48,0,0,0.79,10,0.34,0
25.65,1,1,0.08,2,0.54,1
14.15,0,0,0.81,7,0.41,1
7.84,0,0,0.96,7,0.09,0
28.06,0,2,0.29,21,0.7,1
19.44,1,11,0.14,2,0.57,0
38.48,1,6,0.38,2,0.45,1
0.56,0,0,0.81,11,0.3,0
2.17,0,0,0.73,11,0.22,0
9.71,0,0,0.84,14,0.29,0
2.47,0,0,0.8,7,0.1,0
7.82,1,0,0.44,11,0.17,1
9.12,1,0,0.38,17,0.3,1
1.99,0,2,0.62,12,0.14,0
12.86,0,1,0.93,12,0.0,0
13.25,0,3,0.01,2,0.79,1
9.59,0,1,0.25,20,0.93,1
6.16,0,10,0.54,14,0.34,1
6.34,0,0,0.89,10,0.2,1
52.2,1,0,0.14,23,0.77,1
2.13,0,0,0.77,16,0.31,0
2.97,0,1,0.89,11,0.46,0
29.44,1,5,0.28,3,0.79,1
5.57,0,1,0.82,12,0.26,0
4.83,0,1,0.94,14,0.13,0
2.94,0,0,0.8,15,0.06,0
25.9,0,4,0.63,3,1.0,1
4.37,0,0,0.47,8,0.37,1
4.02,0,0,0.83,11,0.01,0
5.63,0,0,0.74,11,0.43,0
22.57,1,2,0.02,3,0.72,1
38.9,0,1,0.09,20,0.92,0
33.56,0,6,0.31,1,0.89,1
16.82,0,0,0.45,14,0.31,1
1.16,0,1,0.76,16,0.13,0
2.69,0,1,0.81,13,0.16,0
12.53,1,1,0.4,2,0.75,1
34.6,1,7,0.15,1,0.8,1
7.81,1,0,0.82,11,0.0,1
1.97,0,0,0.66,13,0.15,0
3.79,0,0,0.75,16,0.34,0
16.92,1,15,0.27,3,0.71,1
39.3,1,0,0.34,21,0.63,1
27.41,0,8,0.32,5,0.7,1
18.11,0,0,0.84,5,0.06,0
0.97,1,9,0.35,0,0.78,1
4.2,1,5,0.62,14,0.5,1
20.06,1,7,0.06,22,0.55,1
1.65,0,0,0.78,6,0.16,0
21.3,1,8,0.25,3,0.34,0
2.01,0,0,0.81,8,0.15,0
2.11,0,0,0.86,15,0.04,0
10.44,0,4,0.84,6,0.45,0
7.73,0,0,0.62,12,0.27,0
9.65,0,0,0.96,19,0.24,0
0.1,0,1,0.53,18,0.0,0
2.01,0,0,0.68,6,0.18,1
1.65,0,1,0.67,12,0.65,1
5.82,0,0,0.55,15,0.6,0
1.75,0,2,0.84,12,0.22,0
0.39,0,0,0.61,21,0.09,0
20.05,0,2,0.11,0,0.76,1
21.78,0,2,0.39,23,0.5,1
1.96,1,0,0.91,14,0.29,1
26.6,1,2,0.42,23,0.64,1
10.74,0,0,0.62,6,0.0,0
14.51,0,1,0.78,13,0.18,0
5.8,0,3,0.53,21,0.05,0
32.11,1,6,0.77,1,0.67,0
12.89,0,0,0.97,6,0.11,1
2.66,0,1,0.68,13,0.4,0
2.87,0,6,0.52,13,0.34,1
28.85,1,8,0.19,3,0.76,1
1.73,0,2,0.9,9,0.0,0
4.31,0,0,0.71,15,0.22,0
29.09,1,7,0.26,22,0.77,1
6.08,1,3,0.49,15,0.65,1
39.03,1,8,0.43,23,0.53,1
6.34,0,2,0.39,10,0.3,0
4.59,0,0,0.59,13,0.26,0
19.99,0,1,0.86,10,0.09,0
19.28,1,2,0.28,5,0.8,1
13.77,0,0,0.75,12,0.07,1
27.56,1,2,0.04,21,0.61,1
25.01,1,0,0.18,21,0.88,1
1.65,0,0,0.71,8,0.33,0
1.14,0,0,0.73,10,0.31,0
5.84,0,1,0.95,4,0.19,1
3.2,0,0,0.78,10,0.16,0
2.53,0,0,0.78,14,0.21,0
5.16,1,4,0.57,13,0.58,1
32.11,1,11,0.37,21,0.63,0
30.72,1,10,0.39,2,0.74,1
26.41,1,2,0.05,3,0.9,1
2.49,0,0,0.78,14,0.23,0
